repo,developer,commit,addition,deletion,days_since_last_commit,days_first_to_last_commit,author
saltstack/salt,Thomas S Hatch,10.780168421542092,7.175917896033326,7.175917896033326,-0.8324021158071756,2.9339654432594684,1
saltstack/salt,Pedro Algarvio,4.2730519284595285,8.11912900069353,8.11912900069353,-0.8380612603232533,2.7086424436294396,1
saltstack/salt,Joseph Hall,2.031630391022449,1.532854713812203,1.532854713812203,-0.8352316880652144,2.8813900766791285,1
saltstack/salt,Erik Johnson,1.824473749672395,2.7651694029930285,2.7651694029930285,-0.8380612603232533,2.115291877937031,1
saltstack/salt,Mike Place,1.4148231566489764,1.5934044321041327,1.5934044321041327,-0.8380612603232533,0.5480452360659434,1
saltstack/salt,Colton Myers,1.3142422793375355,0.6109639324942289,0.6109639324942289,-0.8295725435491367,1.1338850351040177,0
saltstack/salt,Seth House,0.945223696353838,2.6287193336027643,2.6287193336027643,-0.804106393226787,2.6785993770121026,1
saltstack/salt,Nitin Madhok,0.919245853869426,1.2855389630423486,1.2855389630423486,-0.8295725435491367,-0.11039864063069568,0
saltstack/salt,David Boucha,0.8226615677094331,0.4898644959103692,0.4898644959103692,-0.8380612603232533,2.162860066747815,0
saltstack/salt,Justin Findlay,0.5955219706021391,0.14788650950101898,0.14788650950101898,-0.8380612603232533,-0.4383687845366262,0
saltstack/salt,Thomas Jackson,0.5708763251682099,1.6829497901414938,1.6829497901414938,-0.7701515261303207,1.3942582791209397,1
saltstack/salt,rallytime,0.5562221576129006,1.3230627321246713,1.3230627321246713,-0.8380612603232533,0.2175715032752348,1
saltstack/salt,Chris Rebert,0.41634146731222105,1.3452358684005894,1.3452358684005894,-0.4843647280683957,0.6857426247287386,0
saltstack/salt,Nicole Thomas,0.2498168360018882,-0.28534246081307063,-0.28534246081307063,-0.8380612603232533,0.2175715032752348,0
saltstack/salt,Samuel M Smith,0.1812086879020311,0.7380330596139126,0.7380330596139126,-0.3117608203280252,0.2250822699295691,0
saltstack/salt,C. R. Oldham,0.1172632294788633,0.12656618615879014,0.12656618615879014,-0.8267429712910979,0.5054842250247158,0
saltstack/salt,Jeff Schroeder,0.05331777105569551,0.08989523001015659,0.08989523001015659,0.14662988547427017,1.7272356007964265,0
saltstack/salt,Daniel Wallace,0.04132799760135155,0.2195227959309078,0.2195227959309078,-0.8324021158071756,0.2300894476991253,0
saltstack/salt,Bo Maryniuk,0.03200261824797291,0.04299051865725319,0.04299051865725319,-0.7503445203240486,-0.4959513288865224,0
saltstack/salt,Gareth J. Greenaway,0.028672125621766256,0.24169593220682578,0.24169593220682578,-0.8154246822589424,0.4278729695965948,1
saltstack/salt,Mathieu Le Marec - Pasquet,0.012019662490732977,0.19990809845605728,0.19990809845605728,-0.6230137687122999,0.5555560027202777,0
saltstack/salt,Matthew Williams,-0.021285263771333583,0.03616801518773996,0.03616801518773996,-0.7418558035499321,1.0011948242107787,0
saltstack/salt,jfindlay,-0.05725458413436547,0.14873932243470814,0.14873932243470814,-0.8380612603232533,-0.4383687845366262,0
saltstack/salt,Henrik Holmboe,-0.07324094874015741,0.18967434325178745,0.18967434325178745,-0.006167016459828294,0.5805918915680587,0
saltstack/salt,Jayesh Kariya,-0.08389852514401872,-0.10966299647310515,-0.10966299647310515,-0.6796052138730772,-0.7713461062121129,1
saltstack/salt,vs,-0.0898934118711907,0.054929899728901325,0.054929899728901325,-0.7588332370981652,2.177881600056484,0
saltstack/salt,Sean Channel,-0.09389000302263868,-0.0601998463191343,-0.0601998463191343,1.6123483151384,-0.59108770650809,0
saltstack/salt,Ryan Lane,-0.13985080126429053,-0.08237298259505227,-0.08237298259505227,-0.8295725435491367,0.170003314464451,0
saltstack/salt,shadowfax-chc,-0.13985080126429053,-0.18471053463775058,-0.18471053463775058,0.9473988344992678,-0.3332180513759462,0
saltstack/salt,Damian Myerscough,-0.14717788504194518,-0.19494428984202042,-0.19494428984202042,-0.7984472487107093,0.2876719920490215,0
saltstack/salt,Corey Quinn,-0.15117447619339316,-0.0764032920592282,-0.0764032920592282,-0.7871289596785538,2.1954067222499303,0
saltstack/salt,Forrest Alvarez,-0.15450496881959982,-0.21455898731687095,-0.21455898731687095,0.22585790869935826,0.05233463687988051,0
saltstack/salt,twangboy,-0.15517106734484115,-0.17874084410192653,-0.17874084410192653,-0.8182542545169813,-0.7813604617512252,0
saltstack/salt,Jack Kuan,-0.15716936292056513,-0.12416081634582075,-0.12416081634582075,1.6887467661054492,-0.6386558953188738,0
saltstack/salt,Bret Palsson,-0.15783546144580649,-0.18471053463775058,-0.18471053463775058,0.2909380706342521,1.058777368560675,0
saltstack/salt,Samuel Smith,-0.1604998555467718,-0.31604372642588013,-0.31604372642588013,-0.23819194161901486,0.06735617018854909,0
saltstack/salt,Denis Generalov,-0.16116595407201312,-0.2120005485158035,-0.2120005485158035,1.1992307654647263,-0.3081821625281652,0
saltstack/salt,Elias Probst,-0.16183205259725447,-0.17362396649979162,-0.17362396649979162,-0.8210838267750201,0.5029806361399377,0
saltstack/salt,Dan Colish,-0.1651625452234611,-0.18385772170406145,-0.18385772170406145,1.7085537719117212,-0.2531032070630471,0
saltstack/salt,Andrea-Redi Tsarida,-0.17248962900111575,-0.20517804504629025,-0.20517804504629025,-0.5098308783907455,-0.9966691058421414,0
saltstack/salt,Nicolas Delaby,-0.1758201216273224,-0.21626461318424925,-0.21626461318424925,-0.6994122196793491,0.2801612253946872,0
saltstack/salt,Clint Armstrong,-0.17715231867780507,-0.21285336144949263,-0.21285336144949263,-0.5041717338746677,-0.5209872177343033,0
saltstack/salt,regilero,-0.17715231867780507,-0.19750272864308788,-0.19750272864308788,0.6757598977275371,-0.8439501838706777,0
saltstack/salt,Aaron Tygart,-0.17781841720304642,-0.22138149078638417,-0.22138149078638417,1.3124136557862807,-0.35074317356939283,0
saltstack/salt,Michael Steed,-0.18114890982925305,-0.1770352182345482,-0.1770352182345482,-0.8380612603232533,-0.8514609505250119,0
saltstack/salt,Evan Borgstrom,-0.18248110687973573,-0.20688367091366858,-0.20688367091366858,-0.4136254216174242,1.767293022952876,0
saltstack/salt,Robert Keizer,-0.18314720540497706,-0.24526025292968043,-0.24526025292968043,1.2529926383674646,-0.9766403947639166,0
saltstack/salt,Niels Abspoel,-0.18381330393021839,-0.17447677943348075,-0.17447677943348075,-0.6711164970989605,1.1564173350670206,0
saltstack/salt,Steve Weber,-0.18514550098070104,-0.23929056239385638,-0.23929056239385638,-0.7927881041946315,0.07236334795810528,0
