repo,developer,commit,addition,deletion,days_since_last_commit,days_first_to_last_commit,author
saltstack/salt,Thomas S Hatch,0.9986102719033233,0.8881811748053787,0.8881811748053787,0.0013860013860013862,0.9981751824817517,1
saltstack/salt,Pedro Algarvio,0.40833836858006045,1.0,1.0,0.0,0.9434306569343066,1
saltstack/salt,Joseph Hall,0.20501510574018128,0.21918916186432114,0.21918916186432114,0.000693000693000693,0.9854014598540145,1
saltstack/salt,Erik Johnson,0.18622356495468279,0.3652815691032252,0.3652815691032252,0.0,0.7992700729927007,1
saltstack/salt,Mike Place,0.14906344410876135,0.2263674047113538,0.2263674047113538,0.0,0.4184914841849148,1
saltstack/salt,Colton Myers,0.13993957703927493,0.10989788696795066,0.10989788696795066,0.002079002079002079,0.5608272506082724,0
saltstack/salt,Seth House,0.10646525679758308,0.3491052471944192,0.3491052471944192,0.008316008316008315,0.9361313868613137,1
saltstack/salt,Nitin Madhok,0.10410876132930515,0.18986957840461027,0.18986957840461027,0.002079002079002079,0.25851581508515814,0
saltstack/salt,David Boucha,0.09534743202416919,0.09554140127388536,0.09554140127388536,0.0,0.8108272506082724,0
saltstack/salt,Justin Findlay,0.07474320241691843,0.05499949448994035,0.05499949448994035,0.0,0.17883211678832114,0
saltstack/salt,Thomas Jackson,0.07250755287009064,0.23698311596400767,0.23698311596400767,0.016632016632016633,0.6240875912408759,1
saltstack/salt,rallytime,0.07117824773413897,0.1943180669295319,0.1943180669295319,0.0,0.3381995133819951,1
saltstack/salt,Chris Rebert,0.058489425981873115,0.1969467192397129,0.1969467192397129,0.08662508662508661,0.45194647201946464,0
saltstack/salt,Nicole Thomas,0.043383685800604234,0.0036396724294813472,0.0036396724294813472,0.0,0.3381995133819951,0
saltstack/salt,Samuel M Smith,0.037160120845921456,0.12496208674552625,0.12496208674552625,0.12889812889812893,0.3400243309002433,0
saltstack/salt,C. R. Oldham,0.031359516616314205,0.05247194419168942,0.05247194419168942,0.002772002772002772,0.4081508515815085,0
saltstack/salt,Jeff Schroeder,0.02555891238670695,0.04812455767869781,0.04812455767869781,0.24116424116424118,0.7049878345498782,0
saltstack/salt,Daniel Wallace,0.024471299093655592,0.0634920634920635,0.0634920634920635,0.0013860013860013862,0.34124087591240876,0
saltstack/salt,Bo Maryniuk,0.023625377643504534,0.042563947022545755,0.042563947022545755,0.021483021483021485,0.16484184914841848,0
saltstack/salt,Gareth J. Greenaway,0.023323262839879157,0.06612071580224448,0.06612071580224448,0.005544005544005544,0.38929440389294395,1
saltstack/salt,Mathieu Le Marec - Pasquet,0.021812688821752267,0.06116671721767264,0.06116671721767264,0.05266805266805267,0.420316301703163,0
saltstack/salt,Matthew Williams,0.01879154078549849,0.041755130927105456,0.041755130927105456,0.023562023562023564,0.528588807785888,0
saltstack/salt,jfindlay,0.015528700906344412,0.055100596501870394,0.055100596501870394,0.0,0.17883211678832114,0
saltstack/salt,Henrik Holmboe,0.0140785498489426,0.05995349307451219,0.05995349307451219,0.20374220374220375,0.42639902676399016,0
saltstack/salt,Jayesh Kariya,0.01311178247734139,0.024466686887069055,0.024466686887069055,0.03880803880803881,0.09793187347931874,1
saltstack/salt,vs,0.012567975830815712,0.043979375189566274,0.043979375189566274,0.019404019404019406,0.8144768856447687,0
saltstack/salt,Sean Channel,0.01220543806646526,0.030330603579011222,0.030330603579011222,0.6001386001386001,0.14172749391727493,0
saltstack/salt,Ryan Lane,0.008036253776435047,0.02770195126883025,0.02770195126883025,0.002079002079002079,0.3266423357664233,0
saltstack/salt,shadowfax-chc,0.008036253776435047,0.01556970983722576,0.01556970983722576,0.43728343728343727,0.20437956204379562,0
saltstack/salt,Damian Myerscough,0.0073716012084592145,0.014356485694065314,0.014356485694065314,0.009702009702009701,0.3552311435523114,0
saltstack/salt,Corey Quinn,0.007009063444108761,0.028409665352340515,0.028409665352340515,0.012474012474012473,0.818734793187348,0
saltstack/salt,Forrest Alvarez,0.006706948640483384,0.012031139419674453,0.012031139419674453,0.26056826056826055,0.29805352798053525,0
saltstack/salt,twangboy,0.006646525679758309,0.016277423920736025,0.016277423920736025,0.0048510048510048516,0.09549878345498784,0
