repo,developer,commit,addition,deletion,days_since_last_commit,days_first_to_last_commit,author
clojure/clojure,Rich Hickey,0.9928453494771601,0.9965277777777778,0.9965277777777778,0.0,0.9096755334697457,1
clojure/clojure,Stuart Halloway,0.12988442487616952,0.11176215277777778,0.11176215277777778,0.0036710719530102806,0.5609470914937152,1
clojure/clojure,Tom Faulhaber,0.11722619702806826,0.006944444444444445,0.006944444444444445,0.7841409691629957,0.20140309850920782,0
clojure/clojure,Hudson @ build.clojure.org,0.07649972482113375,0.02951388888888889,0.02951388888888889,0.001468428781204111,0.39549839228295813,0
clojure/clojure,Alex Miller,0.03852504127682994,0.04535590277777777,0.04535590277777777,0.001468428781204111,0.4229757380882783,0
clojure/clojure,Christophe Grand,0.02366538249862411,0.015625,0.015625,0.4669603524229075,0.3648056123940368,0
clojure/clojure,Andy Fingerhut,0.01651073197578426,0.014973958333333334,0.014973958333333334,0.0036710719530102806,0.26775796550716163,0
clojure/clojure,Stuart Sierra,0.012658227848101267,0.014973958333333334,0.014973958333333334,0.45594713656387664,0.35282081262788656,0
clojure/clojure,Chouser,0.009356081452944413,0.005642361111111112,0.005642361111111112,0.9853157121879589,0.17071031862028646,0
clojure/clojure,Nicola Mometto,0.0038525041276829945,0.006076388888888889,0.006076388888888889,0.0036710719530102806,0.008477053493130661,0
clojure/clojure,fogus,0.0038525041276829945,0.005425347222222222,0.005425347222222222,0.4765051395007342,0.25635779011984805,0
clojure/clojure,Ben Smith-Mannschott,0.002201430930104568,0.00390625,0.00390625,0.9030837004405285,0.08652440806781643,0
clojure/clojure,Chas Emerick,0.002201430930104568,0.006510416666666666,0.006510416666666666,0.7481644640234949,0.26600409237065187,0
clojure/clojure,Alexander Taggart,0.0,0.0028211805555555555,0.0028211805555555555,0.9750367107195301,0.028354282373574978,0
clojure/clojure,Tassilo Horn,0.0,0.0,0.0,0.7481644640234949,0.0,0
