8785	17570
9891	19782
2168	4336
3613	7226
2239	4478
1087	2174
3453	6906
1878	3756
945	1890
544	1088
2344	4688
1922	3844
1948	3896
36	72
1236	2472
519	1038
476	952
628	1256
421	842
654	1308
605	1210
413	826
545	1090
593	1186
242	484
435	870
300	600
274	548
154	308
142	284
281	562
119	238
161	322
225	450
154	308
	
122	244
167	334
155	310
130	260
117	234
121	242
139	278
111	222
163	326
128	256
83	166
166	332
90	180
219	438
113	226
97	194
92	184
99	198
84	168
76	152
82	164
122	244
92	184
118	236
536	1072
191	382
176	352
51	102
77	154
129	258
60	120
32	64
57	114
47	94
55	110
153	306
53	106
49	98
51	102
68	136
44	88
50	100
101	202
87	174
56	112
77	154
355	710
45	90
53	106
41	82
48	96
39	78
34	68
56	112
42	84
42	84
29	58
48	96
51	102
73	146
27	54
46	92
41	82
93	186
33	66
34	68
35	70
42	84
36	72
34	68
37	74
11	22
64	128
40	80
73	146
32	64
43	86
35	70
50	100
33	66
48	96
27	54
29	58
31	62
45	90
32	64
34	68
29	58
26	52
57	114
42	84
28	56
39	78
30	60
27	54
22	44
39	78
26	52
24	48
25	50
28	56
41	82
26	52
35	70
149	298
49	98
63	126
28	56
22	44
33	66
62	124
23	46
31	62
23	46
71	142
37	74
22	44
27	54
48	96
23	46
