repo,developer,commit,addition,deletion,days_since_last_commit,days_first_to_last_commit,author
clojure/clojure,Rich Hickey,3.5626184621303105,3.592417446369206,3.592417446369206,-1.0885123083578288,2.619796893319728,1
clojure/clojure,Stuart Halloway,0.13733185667288897,0.10775087065133661,0.10775087065133661,-1.0793712913242561,1.1545741965464897,1
clojure/clojure,Tom Faulhaber,0.08708849447549057,-0.3050757067515898,-0.3050757067515898,0.864008930013285,-0.35609128294310227,0
clojure/clojure,Hudson @ build.clojure.org,-0.07456406215961732,-0.2161855120312909,-0.2161855120312909,-1.0848559015443997,0.45942243931794574,0
clojure/clojure,Alex Miller,-0.2252941487518125,-0.15379143304492732,-0.15379143304492732,-1.0848559015443997,0.574871671083817,0
clojure/clojure,Christophe Grand,-0.28427548698354105,-0.2708871703207056,-0.2708871703207056,0.0742250583126098,0.33046319106883426,0
clojure/clojure,Andy Fingerhut,-0.31267390909511406,-0.2734513105530219,-0.2734513105530219,-1.0793712913242561,-0.07729367006168977,0
clojure/clojure,Stuart Sierra,-0.3279653671551918,-0.2734513105530219,-0.2734513105530219,0.04680200721189191,0.28010767508584783,0
clojure/clojure,Chouser,-0.34107233120668706,-0.3102039872162224,-0.3102039872162224,1.3649366634530653,-0.48505053119221375,0
clojure/clojure,Nicola Mometto,-0.36291727129251244,-0.3084945603946782,-0.3084945603946782,-1.0793712913242561,-1.1666922719375175,0
clojure/clojure,fogus,-0.36291727129251244,-0.3110587006269945,-0.3110587006269945,0.09799170259989864,-0.12519281941135976,0
clojure/clojure,Ben Smith-Mannschott,-0.36947075331826007,-0.3170416945023992,-0.3170416945023992,1.1601778819010382,-0.8387673263897768,0
clojure/clojure,Chas Emerick,-0.36947075331826007,-0.306785133573134,-0.306785133573134,0.7744269630842733,-0.08466276996163899,0
clojure/clojure,Alexander Taggart,-0.37820872935259026,-0.3213152615562597,-0.3213152615562597,1.339341815759062,-1.0831758064047596,0
clojure/clojure,Tassilo Horn,-0.37820872935259026,-0.3324265358962971,-0.3324265358962971,0.7744269630842733,-1.2023095881206054,0
composer/composer,Jordi Boggiano,7.303384853368622,7.2835350595569635,7.2835350595569635,-1.0915469747718467,2.6367722705439323,0
composer/composer,Nils Adermann,1.0935564175569157,1.1305884589591269,1.1305884589591269,-1.0491279002451752,2.6196696126862586,0
composer/composer,Igor Wiedler,0.0959203894881724,0.15257659882281494,0.15257659882281494,-0.03531201905772906,1.2706974741622465,0
composer/composer,Rob Bast,0.054243688576684435,0.17797950428090095,0.17797950428090095,-1.0788212524138452,-0.2300607528486192,0
composer/composer,till,-0.005666568983579518,-0.06516259081792242,-0.06516259081792242,0.7600456283173596,0.08633841751834392,0
composer/composer,Martin HasoÃ…Âˆ,-0.06297203273687547,-0.22120901006045085,-0.22120901006045085,-1.1021517434035146,-0.7538296497398758,0
composer/composer,Beau Simensen,-0.06818162035081148,0.018304098544360235,0.018304098544360235,0.20647670574429788,0.8003743830762202,0
composer/composer,FranÃƒÂ§ois Pluchino,-0.09683435222745945,-0.22120901006045085,-0.22120901006045085,-1.1021517434035146,-0.7538296497398758,0
composer/composer,Christophe Coevoet,-0.10204393984139544,-0.12866985446313747,-0.12866985446313747,-1.0915469747718467,2.145070857135814,0
composer/composer,everzet,-0.10725352745533144,0.03644903101442168,0.03644903101442168,1.9180863628954885,-0.7324513274177837,0
composer/composer,digitalkaoz,-0.10985832126229944,-0.054275631335885546,-0.054275631335885546,1.5617661368714488,-0.5357707620545363,0
composer/composer,PÃƒÂ¡draic Brady,-0.11767270268320343,-0.22120901006045085,-0.22120901006045085,-1.1021517434035146,-0.7538296497398758,0
composer/composer,Chris Smith,-0.12027749649017143,-0.15225826667421735,-0.15225826667421735,-0.5146475612091158,1.1488410369263216,0
composer/composer,Andreas Hennings,-0.1437206407528834,-0.11233941524008217,-0.11233941524008217,0.10042901942761939,-0.35405502231675345,0
composer/composer,Alexey Prilipko,-0.1541398159807554,-0.06334809757091628,-0.06334809757091628,1.3178564583430883,-0.6811433538447627,0
composer/composer,Clark Stuth,-0.1541398159807554,-0.12141188147511289,-0.12141188147511289,-0.0034977131627255144,-0.7303134951855744,0
composer/composer,Benjamin Eberlei,-0.1567446097877234,-0.11052492199307604,-0.11052492199307604,0.8024647028440309,0.5737641664620439,0
composer/composer,matt-whittom,-0.1619541974016594,-0.10871042874606988,-0.10871042874606988,0.15981572376495934,-0.48660062071372445,0
composer/composer,Henrique Moody,-0.1645589912086274,-0.1903626248613464,-0.1903626248613464,1.6296366561141231,-0.7474161530432482,0
composer/composer,Justin Rainbow,-0.1645589912086274,-0.17947566537930953,-0.17947566537930953,1.6359995172931237,-0.6725920249159257,0
composer/composer,Sandy Pleyte,-0.1645589912086274,-0.17221769239128495,-0.17221769239128495,0.0007441942899416245,-0.6811433538447627,0
composer/composer,Per Bernhardt,-0.1671637850155954,-0.17766117213230337,-0.17766117213230337,1.5744918592294501,-0.4887384529459337,0
composer/composer,Ryan Weaver,-0.1671637850155954,-0.16495971940326037,-0.16495971940326037,-0.3661808003657659,1.5870966445292098,0
composer/composer,Kirill chEbba Chebunin,-0.16976857882256338,-0.16858870589727265,-0.16858870589727265,1.2224135406580776,-0.018415361859907386,0
composer/composer,Johannes M. Schmitt,-0.1723733726295314,-0.18491914512032795,-0.18491914512032795,1.141817299057402,-0.4694979628560508,0
composer/composer,Matthias Pigulla,-0.1723733726295314,-0.15225826667421735,-0.15225826667421735,-0.43193036588210654,1.467378039525494,0
